#==============================================================
# YLL X-ray Extinction Cross Section Table
#==============================================================
# Authors      : Linli Yan, Aigen Li & Fangjun Lu
# Affiliation  : Anhui Jianzhu University, China
# Contact      : yan.linli@foxmail.com
# Reference    : Yan et al. ApJ, 2026, xxx, xxx
# DOI          : xx.xxxx/xxxxxx
# arXiv        : arXiv:xxxx.xxxxx
# Version      : v1.0
# Date         : 2026-05-06
#==============================================================
# Description:
#   Energy-dependent interstellar X-ray extinction model,
#   including gas absorption, dust absorption, and dust scattering.
#   Element abundance      : Proto-Sun + Galactic Chemical Evolution.
#   Dust model             : silicate + graphite/PAHs.
#   Grain size model       : essentially exponentially-cutoff power-law 
#   size distributions for silicate and graphitic grains; log-normal size
#   distributions for PAHs.
#   For details, see Yan et al. (2026).
#  Columns:
#  1 Energy (eV)
#  2 Gas_abs (cm^2/H)
#  3 Dust_abs (cm^2/H)
#  4 Dust_sca (cm^2/H)
#  5 Total_ext(= gas absorption + dust absorption + dust scattering) (cm^2/H)   
#  
#    Energy            Gas_abs           Dust_abs           Dust_sca          Total_ext
     499.688       8.940597e-22       1.185539e-22       1.683699e-22       1.180984e-21
     501.997       8.822524e-22       1.175420e-22       1.656408e-22       1.165435e-21
     504.316       8.705847e-22       1.164890e-22       1.621553e-22       1.149229e-21
     506.646       8.590573e-22       1.154423e-22       1.584682e-22       1.132968e-21
     508.987       8.476907e-22       1.144028e-22       1.545875e-22       1.116681e-21
     511.339       8.364844e-22       1.133710e-22       1.505090e-22       1.100364e-21
     513.701       8.254177e-22       1.123477e-22       1.462297e-22       1.083995e-21
     516.075       8.153204e-22       1.113336e-22       1.417611e-22       1.068415e-21
     518.459       8.050404e-22       1.103296e-22       1.371035e-22       1.052474e-21
     520.855       7.955588e-22       1.093364e-22       1.322655e-22       1.037161e-21
     523.261       7.888277e-22       1.083546e-22       1.272519e-22       1.024434e-21
     525.679       8.094778e-22       1.073853e-22       1.220828e-22       1.038946e-21
     528.108       9.485693e-22       1.064293e-22       1.167674e-22       1.171766e-21
     530.548       7.624310e-22       1.054875e-22       1.113205e-22       9.792390e-22
     532.999       7.455968e-22       1.045200e-22       1.105493e-22       9.606661e-22
     535.462       7.343388e-22       1.728217e-22       1.058183e-22       1.012979e-21
     537.936       7.262247e-22       1.716400e-22       1.127614e-22       1.010626e-21
     540.422       7.350546e-22       1.704610e-22       1.194377e-22       1.024953e-21
     542.919       7.705905e-22       1.693059e-22       1.223389e-22       1.062235e-21
     545.427       8.785464e-22       1.681559e-22       1.247022e-22       1.171404e-21
     547.947       1.183147e-21       1.670090e-22       1.269634e-22       1.477120e-21
     550.479       9.664001e-22       1.658657e-22       1.291162e-22       1.261382e-21
     553.022       9.552114e-22       1.647337e-22       1.298606e-22       1.249806e-21
     555.578       9.439802e-22       1.635999e-22       1.304199e-22       1.238000e-21
     558.145       9.339523e-22       1.624633e-22       1.303041e-22       1.226720e-21
     560.723       9.216619e-22       1.613241e-22       1.308190e-22       1.213805e-21
     563.314       9.102999e-22       1.601827e-22       1.313141e-22       1.201797e-21
     565.917       8.992456e-22       1.590395e-22       1.317917e-22       1.190077e-21
     568.532       8.882491e-22       1.578950e-22       1.322431e-22       1.178387e-21
     571.159       8.773207e-22       1.567497e-22       1.326689e-22       1.166739e-21
     573.798       8.665736e-22       1.556039e-22       1.330730e-22       1.155251e-21
     576.449       8.558958e-22       1.544582e-22       1.334485e-22       1.143803e-21
     579.112       8.453218e-22       1.533131e-22       1.338000e-22       1.132435e-21
     581.788       8.348512e-22       1.521691e-22       1.341219e-22       1.121142e-21
     584.476       8.244921e-22       1.510267e-22       1.344124e-22       1.109931e-21
     587.177       8.198541e-22       1.498865e-22       1.346710e-22       1.104412e-21
     589.890       8.096572e-22       1.487491e-22       1.348903e-22       1.093297e-21
     592.615       7.995508e-22       1.476151e-22       1.350812e-22       1.082247e-21
     595.353       7.895263e-22       1.464852e-22       1.352359e-22       1.071247e-21
     598.104       7.796153e-22       1.453599e-22       1.353485e-22       1.060324e-21
     600.868       7.698142e-22       1.442401e-22       1.354224e-22       1.049477e-21
     603.644       7.600992e-22       1.431347e-22       1.353637e-22       1.038598e-21
     606.433       7.504794e-22       1.420291e-22       1.352830e-22       1.027791e-21
     609.235       7.409611e-22       1.409238e-22       1.351723e-22       1.017057e-21
     612.050       7.315511e-22       1.398193e-22       1.350266e-22       1.006397e-21
     614.878       7.222185e-22       1.387162e-22       1.348556e-22       9.957903e-22
     617.719       7.129700e-22       1.376149e-22       1.346533e-22       9.852382e-22
     620.573       7.038264e-22       1.365160e-22       1.344122e-22       9.747546e-22
     623.440       6.947602e-22       1.354201e-22       1.341381e-22       9.643184e-22
     626.321       6.858057e-22       1.343282e-22       1.327736e-22       9.529075e-22
     629.215       6.769136e-22       1.332401e-22       1.324290e-22       9.425828e-22
     632.122       6.681578e-22       1.321570e-22       1.320569e-22       9.323717e-22
     635.043       6.595043e-22       1.310794e-22       1.316431e-22       9.222268e-22
     637.977       6.509786e-22       1.300080e-22       1.311860e-22       9.121727e-22
     640.924       6.425642e-22       1.289437e-22       1.306925e-22       9.022004e-22
     643.886       6.342430e-22       1.278870e-22       1.301623e-22       8.922923e-22
     646.861       6.260460e-22       1.268388e-22       1.295863e-22       8.824712e-22
     649.850       6.179367e-22       1.258000e-22       1.289653e-22       8.727020e-22
     652.852       6.099314e-22       1.247508e-22       1.284372e-22       8.631193e-22
     655.869       6.053776e-22       1.236940e-22       1.279399e-22       8.570114e-22
     658.899       5.975366e-22       1.226401e-22       1.274195e-22       8.475962e-22
     661.943       5.897931e-22       1.215896e-22       1.268610e-22       8.382436e-22
     665.002       5.821904e-22       1.205430e-22       1.262772e-22       8.290106e-22
     668.074       5.746874e-22       1.195011e-22       1.256529e-22       8.198413e-22
     671.161       5.672718e-22       1.184643e-22       1.250028e-22       8.107390e-22
     674.262       5.599776e-22       1.174336e-22       1.243126e-22       8.017238e-22
     677.378       5.527623e-22       1.164093e-22       1.235806e-22       7.927523e-22
     680.507       5.456456e-22       1.153923e-22       1.228212e-22       7.838591e-22
     683.652       5.386094e-22       1.143834e-22       1.220198e-22       7.750127e-22
     686.810       5.316643e-22       1.133832e-22       1.211822e-22       7.662297e-22
     689.984       5.247978e-22       1.123926e-22       1.203078e-22       7.574982e-22
     693.172       5.180225e-22       1.114125e-22       1.193893e-22       7.488242e-22
     696.374       5.113215e-22       1.104435e-22       1.184262e-22       7.401912e-22
     699.592       5.047123e-22       1.094866e-22       1.174274e-22       7.316263e-22
     702.824       4.981892e-22       1.085180e-22       1.161587e-22       7.228660e-22
     706.072       4.919361e-22       1.075367e-22       1.148627e-22       7.143355e-22
     709.334       4.855892e-22       1.065610e-22       1.134858e-22       7.056361e-22
     712.612       4.793184e-22       1.055914e-22       1.120373e-22       6.969471e-22
     715.904       4.731318e-22       1.046285e-22       1.105009e-22       6.882612e-22
     719.212       4.670272e-22       1.036732e-22       1.088836e-22       6.795840e-22
     722.535       4.610025e-22       1.027260e-22       1.071784e-22       6.709068e-22
     725.873       4.550443e-22       1.017877e-22       1.053925e-22       6.622246e-22
     729.227       4.491629e-22       1.008591e-22       1.035208e-22       6.535428e-22
     732.597       4.433492e-22       9.993184e-23       1.005743e-22       6.438554e-22
     735.981       4.376046e-22       9.900212e-23       9.609517e-23       6.327019e-22
     739.382       4.319433e-22       9.807951e-23       9.113510e-23       6.211580e-22
     742.798       4.263466e-22       1.416474e-22       9.171768e-23       6.597117e-22
     746.230       4.208186e-22       1.404895e-22       9.402605e-23       6.553342e-22
     749.678       4.153574e-22       1.393874e-22       9.764984e-23       6.523947e-22
     753.142       4.099853e-22       1.382960e-22       9.965427e-23       6.479356e-22
     756.622       4.046736e-22       1.372092e-22       1.006502e-22       6.425331e-22
     760.118       3.994321e-22       1.361218e-22       1.015863e-22       6.371402e-22
     763.630       3.942486e-22       1.350342e-22       1.024717e-22       6.317545e-22
     767.158       3.891266e-22       1.339469e-22       1.032897e-22       6.263632e-22
     770.703       3.840799e-22       1.328604e-22       1.040418e-22       6.209821e-22
     774.264       3.790957e-22       1.317751e-22       1.047194e-22       6.155902e-22
     777.841       3.741855e-22       1.306916e-22       1.053254e-22       6.102025e-22
     781.435       3.693538e-22       1.296105e-22       1.058407e-22       6.048050e-22
     785.046       3.647106e-22       1.285324e-22       1.062704e-22       5.995134e-22
     788.673       3.599926e-22       1.274585e-22       1.084320e-22       5.958831e-22
     792.317       3.553390e-22       1.263880e-22       1.086361e-22       5.903631e-22
     795.978       3.507423e-22       1.253223e-22       1.087434e-22       5.848080e-22
     799.655       3.462081e-22       1.242621e-22       1.087505e-22       5.792206e-22
     803.350       3.424093e-22       1.232058e-22       1.086991e-22       5.743142e-22
     807.062       3.379771e-22       1.221530e-22       1.085812e-22       5.687113e-22
     810.791       3.335955e-22       1.211054e-22       1.083685e-22       5.630694e-22
     814.537       3.292685e-22       1.200636e-22       1.080452e-22       5.573773e-22
     818.301       3.249936e-22       1.190285e-22       1.076151e-22       5.516371e-22
     822.082       3.207698e-22       1.180005e-22       1.070758e-22       5.458461e-22
     825.880       3.166058e-22       1.169807e-22       1.064168e-22       5.400033e-22
     829.696       3.124939e-22       1.159697e-22       1.056387e-22       5.341023e-22
     833.529       3.084445e-22       1.149609e-22       1.052529e-22       5.286582e-22
     837.381       3.044446e-22       1.216214e-22       1.050669e-22       5.311329e-22
     841.250       3.005045e-22       1.206401e-22       1.049047e-22       5.260492e-22
     845.137       2.966127e-22       1.196528e-22       1.055563e-22       5.218219e-22
     849.042       2.927755e-22       1.186694e-22       1.061405e-22       5.175854e-22
     852.964       2.891383e-22       1.177003e-22       1.064374e-22       5.132760e-22
     856.906       2.854818e-22       1.167443e-22       1.064484e-22       5.086745e-22
     860.865       2.820345e-22       1.157882e-22       1.064455e-22       5.042683e-22
     864.842       2.797714e-22       1.148323e-22       1.064298e-22       5.010335e-22
     868.838       3.129981e-22       1.138770e-22       1.064066e-22       5.332817e-22
     872.853       3.346687e-22       1.129228e-22       1.063689e-22       5.539604e-22
     876.886       3.434883e-22       1.119702e-22       1.063163e-22       5.617748e-22
     880.937       3.391451e-22       1.110196e-22       1.062560e-22       5.564207e-22
     885.007       3.349138e-22       1.100721e-22       1.083539e-22       5.533398e-22
     889.097       3.307341e-22       1.091270e-22       1.082443e-22       5.481054e-22
     893.205       3.266295e-22       1.081854e-22       1.081181e-22       5.429329e-22
     897.332       3.225696e-22       1.072479e-22       1.079836e-22       5.378011e-22
     901.478       3.185559e-22       1.063156e-22       1.078224e-22       5.326939e-22
     905.643       3.145898e-22       1.053973e-22       1.076306e-22       5.276177e-22
     909.827       3.106664e-22       1.044812e-22       1.074269e-22       5.225745e-22
     914.031       3.067925e-22       1.035679e-22       1.072196e-22       5.175800e-22
     918.254       3.029629e-22       1.026578e-22       1.069949e-22       5.126155e-22
     922.497       2.991845e-22       1.017514e-22       1.067582e-22       5.076941e-22
     926.759       2.954429e-22       1.008494e-22       1.065085e-22       5.028008e-22
     931.041       2.917530e-22       9.995218e-23       1.062462e-22       4.979514e-22
     935.343       2.881013e-22       9.906037e-23       1.059729e-22       4.931345e-22
     939.665       2.844944e-22       9.817458e-23       1.056864e-22       4.883554e-22
     944.006       2.809558e-22       9.729544e-23       1.053874e-22       4.836387e-22
     948.368       2.774307e-22       9.642359e-23       1.050755e-22       4.789298e-22
     952.750       2.739474e-22       9.556368e-23       1.047576e-22       4.742687e-22
     957.152       2.705021e-22       9.471475e-23       1.044503e-22       4.696671e-22
     961.575       2.670991e-22       9.386564e-23       1.041305e-22       4.650952e-22
     966.017       2.637336e-22       9.301667e-23       1.038129e-22       4.605632e-22
     970.481       2.604136e-22       9.216827e-23       1.034900e-22       4.560719e-22
     974.965       2.571301e-22       9.132075e-23       1.031617e-22       4.516126e-22
     979.470       2.538861e-22       9.047457e-23       1.028280e-22       4.471886e-22
     983.995       2.506794e-22       8.963006e-23       1.024886e-22       4.427981e-22
     988.542       2.475125e-22       8.878764e-23       1.021524e-22       4.384526e-22
     993.109       2.443801e-22       8.794824e-23       1.037725e-22       4.361008e-22
     997.698       2.412852e-22       8.711136e-23       1.034088e-22       4.318053e-22
    1002.308       2.382252e-22       8.628930e-23       1.030307e-22       4.275452e-22
    1006.939       2.352002e-22       8.551413e-23       1.026607e-22       4.233750e-22
    1011.591       2.322115e-22       8.473778e-23       1.022940e-22       4.192434e-22
    1016.265       2.292542e-22       8.396054e-23       1.019105e-22       4.151253e-22
    1020.961       2.263369e-22       8.318264e-23       1.015315e-22       4.110510e-22
    1025.678       2.240079e-22       8.240442e-23       1.011444e-22       4.075567e-22
    1030.417       2.211553e-22       8.162614e-23       1.007505e-22       4.035319e-22
    1035.178       2.183335e-22       8.084817e-23       1.003505e-22       3.995322e-22
    1039.961       2.155462e-22       8.007082e-23       9.994556e-23       3.955625e-22
    1044.766       2.127911e-22       7.929436e-23       9.954183e-23       3.916273e-22
    1049.593       2.100663e-22       7.851917e-23       9.913200e-23       3.877175e-22
    1054.443       2.073745e-22       7.774566e-23       9.871486e-23       3.838350e-22
    1059.315       2.047113e-22       7.697420e-23       9.829031e-23       3.799758e-22
    1064.209       2.020811e-22       7.620511e-23       9.786166e-23       3.761479e-22
    1069.126       1.994773e-22       7.543884e-23       9.743309e-23       3.723493e-22
    1074.066       1.969070e-22       7.467576e-23       9.700042e-23       3.685832e-22
    1079.029       1.954600e-22       7.391636e-23       9.656014e-23       3.659365e-22
    1084.014       1.929412e-22       7.316105e-23       9.611095e-23       3.622132e-22
    1089.023       1.904501e-22       7.241032e-23       9.565627e-23       3.585167e-22
    1094.055       1.879892e-22       7.166456e-23       9.520644e-23       3.548602e-22
    1099.110       1.855572e-22       7.092432e-23       9.474998e-23       3.512315e-22
    1104.188       1.831506e-22       7.020268e-23       9.430608e-23       3.476594e-22
    1109.290       1.807740e-22       6.949578e-23       9.385663e-23       3.441264e-22
    1114.415       1.784213e-22       6.879156e-23       9.481764e-23       3.420305e-22
    1119.564       1.760977e-22       6.808983e-23       9.433658e-23       3.385241e-22
    1124.737       1.737980e-22       6.739126e-23       9.386121e-23       3.350504e-22
    1129.934       1.715267e-22       6.669624e-23       9.336612e-23       3.315890e-22
    1135.155       1.693020e-22       6.600521e-23       9.287545e-23       3.281827e-22
    1140.400       1.671396e-22       6.531851e-23       9.237969e-23       3.248378e-22
    1145.669       1.649999e-22       6.463663e-23       9.187485e-23       3.215114e-22
    1150.962       1.628872e-22       6.395997e-23       9.136223e-23       3.182094e-22
    1156.280       1.608033e-22       6.328900e-23       9.084432e-23       3.149367e-22
    1161.623       1.587685e-22       6.262422e-23       9.033119e-23       3.117239e-22
    1166.990       1.567592e-22       6.196606e-23       8.979880e-23       3.085240e-22
    1172.382       1.547719e-22       6.131502e-23       8.927127e-23       3.053582e-22
    1177.799       1.528105e-22       6.067163e-23       8.873855e-23       3.022207e-22
    1183.241       1.508699e-22       6.003645e-23       8.819789e-23       2.991042e-22
    1188.708       1.489549e-22       5.940995e-23       8.764792e-23       2.960128e-22
    1194.200       1.470604e-22       5.879274e-23       8.710590e-23       2.929591e-22
    1199.718       1.451909e-22       5.818534e-23       8.654552e-23       2.899218e-22
    1205.261       1.433444e-22       5.756006e-23       8.597546e-23       2.868799e-22
    1210.830       1.415202e-22       5.692489e-23       8.538657e-23       2.838317e-22
    1216.424       1.397184e-22       5.629457e-23       8.478809e-23       2.808011e-22
    1222.045       1.379376e-22       5.566954e-23       8.418427e-23       2.777914e-22
    1227.691       1.361796e-22       5.505021e-23       8.357227e-23       2.748021e-22
    1233.363       1.344401e-22       5.443707e-23       8.295348e-23       2.718307e-22
    1239.062       1.327236e-22       5.383051e-23       8.231252e-23       2.688667e-22
    1244.787       1.310252e-22       5.323102e-23       8.167576e-23       2.659320e-22
    1250.539       1.293487e-22       5.263926e-23       8.184447e-23       2.638324e-22
    1256.317       1.276901e-22       5.205536e-23       8.118104e-23       2.609265e-22
    1262.121       1.260534e-22       5.147999e-23       8.050811e-23       2.580415e-22
    1267.953       1.244356e-22       5.091370e-23       7.981276e-23       2.551621e-22
    1273.811       1.228394e-22       5.035699e-23       7.912693e-23       2.523233e-22
    1279.697       1.212611e-22       4.981044e-23       7.843322e-23       2.495047e-22
    1285.610       1.197023e-22       4.927455e-23       7.773332e-23       2.467102e-22
    1291.550       1.181626e-22       4.874997e-23       7.700939e-23       2.439219e-22
    1297.517       1.166403e-22       4.823720e-23       7.629881e-23       2.411763e-22
    1303.512       1.151371e-22       4.772712e-23       7.526844e-23       2.381327e-22
    1309.535       1.136498e-22       4.720173e-23       7.341982e-23       2.342713e-22
    1315.586       1.121822e-22       4.666403e-23       7.233033e-23       2.311766e-22
    1321.664       1.107301e-22       5.073252e-23       7.234017e-23       2.338028e-22
    1327.771       1.092965e-22       5.655205e-23       7.250082e-23       2.383494e-22
    1333.906       1.078790e-22       5.594375e-23       7.267465e-23       2.364974e-22
    1340.069       1.064805e-22       5.533902e-23       7.361481e-23       2.354343e-22
    1346.261       1.050984e-22       5.472876e-23       7.378882e-23       2.336160e-22
    1352.481       1.037321e-22       5.412301e-23       7.370707e-23       2.315622e-22
    1358.730       1.023837e-22       5.353464e-23       7.346423e-23       2.293826e-22
    1365.008       1.010496e-22       5.294940e-23       7.321114e-23       2.272101e-22
    1371.315       9.973299e-23       5.236759e-23       7.293902e-23       2.250396e-22
    1377.651       9.843025e-23       5.178957e-23       7.265098e-23       2.228708e-22
    1384.016       9.714370e-23       5.121563e-23       7.236386e-23       2.207232e-22
    1390.411       9.587170e-23       5.064621e-23       7.205873e-23       2.185766e-22
    1396.835       9.461578e-23       5.008164e-23       7.173877e-23       2.164362e-22
    1403.289       9.337324e-23       4.952298e-23       7.196999e-23       2.148662e-22
    1409.773       9.214627e-23       4.897079e-23       7.159458e-23       2.127116e-22
    1416.287       9.093502e-23       4.842263e-23       7.121054e-23       2.105682e-22
    1422.830       8.973697e-23       4.787883e-23       7.082679e-23       2.084426e-22
    1429.405       8.855377e-23       4.733975e-23       7.042724e-23       2.063208e-22
    1436.009       8.738485e-23       4.680579e-23       7.001879e-23       2.042094e-22
    1442.644       8.623033e-23       4.627727e-23       6.959606e-23       2.021037e-22
    1449.310       8.508777e-23       4.575460e-23       6.916788e-23       2.000103e-22
    1456.006       8.396008e-23       4.524071e-23       6.873824e-23       1.979390e-22
    1462.733       8.284387e-23       4.473195e-23       6.831963e-23       1.958955e-22
    1469.492       8.174219e-23       4.422607e-23       6.788428e-23       1.938525e-22
    1476.281       8.066508e-23       4.372332e-23       6.745612e-23       1.918445e-22
    1483.103       7.961366e-23       4.322403e-23       6.702986e-23       1.898675e-22
    1489.955       7.857465e-23       4.272845e-23       6.657907e-23       1.878822e-22
    1496.839       7.754905e-23       4.223691e-23       6.615650e-23       1.859425e-22
    1503.755       7.653904e-23       4.175354e-23       6.571947e-23       1.840120e-22
    1510.703       7.555114e-23       4.128499e-23       6.527418e-23       1.821103e-22
    1517.683       7.457670e-23       4.081807e-23       6.482893e-23       1.802237e-22
    1524.696       7.361229e-23       4.035299e-23       6.439126e-23       1.783565e-22
    1531.740       7.266160e-23       3.989003e-23       6.395384e-23       1.765055e-22
    1538.818       7.172141e-23       3.942938e-23       6.350675e-23       1.746575e-22
    1545.928       7.079318e-23       3.897128e-23       6.306403e-23       1.728285e-22
    1553.071       6.987603e-23       3.851600e-23       6.260957e-23       1.710016e-22
    1560.246       6.896995e-23       3.806379e-23       6.217128e-23       1.692050e-22
    1567.455       6.924970e-23       3.761489e-23       6.171374e-23       1.685783e-22
    1574.698       6.835424e-23       3.716967e-23       6.153749e-23       1.670614e-22
    1581.973       6.747060e-23       3.672823e-23       6.108318e-23       1.652820e-22
    1589.283       6.659610e-23       3.629094e-23       6.062347e-23       1.635105e-22
    1596.626       6.573448e-23       3.585810e-23       6.016050e-23       1.617531e-22
    1604.003       6.488188e-23       3.543151e-23       5.971277e-23       1.600262e-22
    1611.414       6.404086e-23       3.501340e-23       5.926040e-23       1.583147e-22
    1618.860       6.320876e-23       3.459821e-23       5.882116e-23       1.566281e-22
    1626.340       6.238810e-23       3.418618e-23       5.835824e-23       1.549325e-22
    1633.854       6.157634e-23       3.377756e-23       5.791292e-23       1.532668e-22
    1641.403       6.077498e-23       3.337262e-23       5.744602e-23       1.515936e-22
    1648.987       5.998322e-23       3.297159e-23       5.699262e-23       1.499474e-22
    1656.606       5.920081e-23       3.257476e-23       5.653413e-23       1.483097e-22
    1664.260       5.842938e-23       3.218240e-23       5.607499e-23       1.466868e-22
    1671.950       5.766671e-23       3.179478e-23       5.562751e-23       1.450890e-22
    1679.675       5.691407e-23       3.141220e-23       5.515840e-23       1.434847e-22
    1687.436       5.616974e-23       3.103496e-23       5.470784e-23       1.419125e-22
    1695.232       5.543557e-23       3.066335e-23       5.425249e-23       1.403514e-22
    1703.065       5.470960e-23       3.029673e-23       5.379455e-23       1.388009e-22
    1710.934       5.399281e-23       2.992493e-23       5.334561e-23       1.372633e-22
    1718.839       5.328417e-23       2.955692e-23       5.288180e-23       1.357229e-22
    1726.781       5.258453e-23       2.919292e-23       5.241317e-23       1.341906e-22
    1734.759       5.189334e-23       2.883320e-23       5.195681e-23       1.326833e-22
    1742.775       5.120997e-23       2.847801e-23       5.148336e-23       1.311713e-22
    1750.827       5.053592e-23       2.812762e-23       5.101998e-23       1.296835e-22
    1758.917       4.986968e-23       2.778230e-23       5.053956e-23       1.281915e-22
    1767.044       4.921235e-23       2.744240e-23       5.019222e-23       1.268470e-22
    1775.208       4.856221e-23       2.710807e-23       4.972190e-23       1.253922e-22
    1783.410       4.792085e-23       2.677970e-23       4.922752e-23       1.239281e-22
    1791.650       4.728677e-23       2.645756e-23       4.875090e-23       1.224952e-22
    1799.929       4.666073e-23       2.614194e-23       4.827490e-23       1.210776e-22
    1808.245       4.604176e-23       2.582205e-23       4.773678e-23       1.196006e-22
    1816.600       4.543013e-23       2.550167e-23       4.717890e-23       1.181107e-22
    1824.993       4.482614e-23       2.518562e-23       4.658439e-23       1.165962e-22
    1833.425       4.422934e-23       2.487412e-23       4.600545e-23       1.151089e-22
    1841.897       4.363981e-23       2.456744e-23       4.539019e-23       1.135974e-22
    1850.407       4.305733e-23       2.426582e-23       4.476844e-23       1.120916e-22
    1858.957       4.248293e-23       2.396415e-23       4.364489e-23       1.100920e-22
    1867.546       4.191452e-23       2.366370e-23       4.286627e-23       1.084445e-22
    1876.175       4.135407e-23       3.190861e-23       4.353583e-23       1.167985e-22
    1884.843       4.079939e-23       3.153926e-23       4.348489e-23       1.158235e-22
    1893.552       4.025205e-23       3.117033e-23       4.400889e-23       1.154313e-22
    1902.301       3.971093e-23       3.080126e-23       4.401713e-23       1.145293e-22
    1911.091       3.917636e-23       3.045081e-23       4.381988e-23       1.134470e-22
    1919.921       3.865497e-23       3.010182e-23       4.362555e-23       1.123823e-22
    1928.792       3.814409e-23       2.975374e-23       4.342359e-23       1.113214e-22
    1937.703       3.763992e-23       2.940675e-23       4.322450e-23       1.102712e-22
    1946.656       3.714121e-23       2.906096e-23       4.300275e-23       1.092049e-22
    1955.651       3.665196e-23       2.871655e-23       4.278111e-23       1.081496e-22
    1964.687       3.617224e-23       2.837366e-23       4.257734e-23       1.071232e-22
    1973.764       3.569908e-23       2.803248e-23       4.235337e-23       1.060849e-22
    1982.884       3.523148e-23       2.769322e-23       4.219473e-23       1.051194e-22
    1992.046       3.477010e-23       2.735594e-23       4.196383e-23       1.040899e-22
    2001.250       3.436596e-23       2.702088e-23       4.171781e-23       1.031047e-22
    2010.496       3.398969e-23       2.671594e-23       4.146392e-23       1.021696e-22
    2019.786       3.361582e-23       2.641711e-23       4.119762e-23       1.012305e-22
    2029.118       3.324367e-23       2.611871e-23       4.092835e-23       1.002907e-22
    2038.493       3.287401e-23       2.582087e-23       4.066168e-23       9.935656e-23
    2047.912       3.250589e-23       2.552371e-23       4.038649e-23       9.841609e-23
    2057.374       3.214044e-23       2.522734e-23       4.010833e-23       9.747611e-23
    2066.880       3.177688e-23       2.493187e-23       3.982721e-23       9.653596e-23
    2076.430       3.141569e-23       2.463746e-23       3.956730e-23       9.562045e-23
    2086.024       3.105603e-23       2.434421e-23       3.928034e-23       9.468058e-23
    2095.662       3.069870e-23       2.405227e-23       3.899617e-23       9.374714e-23
    2105.345       3.034293e-23       2.376178e-23       3.872484e-23       9.282955e-23
    2115.073       2.998900e-23       2.347287e-23       3.843492e-23       9.189679e-23
    2124.845       2.963682e-23       2.318569e-23       3.815503e-23       9.097754e-23
    2134.663       2.928615e-23       2.290039e-23       3.786230e-23       9.004884e-23
    2144.526       2.893737e-23       2.261712e-23       3.758261e-23       8.913710e-23
    2154.435       2.867160e-23       2.233603e-23       3.729718e-23       8.830481e-23
    2164.389       2.832524e-23       2.205730e-23       3.699306e-23       8.737560e-23
    2174.389       2.798026e-23       2.178108e-23       3.670799e-23       8.646932e-23
    2184.436       2.763744e-23       2.150754e-23       3.642020e-23       8.556518e-23
    2194.529       2.729577e-23       2.123687e-23       3.612671e-23       8.465934e-23
    2204.669       2.695585e-23       2.097065e-23       3.583362e-23       8.376013e-23
    2214.855       2.661732e-23       2.071428e-23       3.556362e-23       8.289522e-23
    2225.089       2.628009e-23       2.045956e-23       3.530364e-23       8.204329e-23
    2235.370       2.594439e-23       2.020654e-23       3.502111e-23       8.117203e-23
    2245.698       2.560964e-23       1.995538e-23       3.474196e-23       8.030698e-23
    2256.074       2.527660e-23       1.970623e-23       3.445699e-23       7.943982e-23
    2266.498       2.494426e-23       1.945923e-23       3.417242e-23       7.857590e-23
    2276.970       2.461365e-23       1.921453e-23       3.388517e-23       7.771334e-23
    2287.491       2.428379e-23       1.897227e-23       3.359209e-23       7.684815e-23
    2298.060       2.395581e-23       1.873261e-23       3.331883e-23       7.600725e-23
    2308.678       2.362879e-23       1.849572e-23       3.302674e-23       7.515124e-23
    2319.345       2.330289e-23       1.826173e-23       3.275142e-23       7.431604e-23
    2330.061       2.297811e-23       1.803083e-23       3.247041e-23       7.347935e-23
    2340.827       2.265450e-23       1.780319e-23       3.219001e-23       7.264770e-23
    2351.643       2.233189e-23       1.757896e-23       3.191351e-23       7.182435e-23
    2362.508       2.201008e-23       1.735834e-23       3.162811e-23       7.099653e-23
    2373.424       2.168947e-23       1.714151e-23       3.134667e-23       7.017766e-23
    2384.390       2.136938e-23       1.692865e-23       3.107909e-23       6.937711e-23
    2395.407       2.105061e-23       1.671994e-23       3.079283e-23       6.856338e-23
    2406.475       2.073216e-23       1.651350e-23       3.052358e-23       6.776924e-23
    2417.594       2.041517e-23       1.630429e-23       3.025465e-23       6.697411e-23
    2428.764       2.009888e-23       1.609664e-23       2.999955e-23       6.619506e-23
    2439.986       1.978362e-23       1.589065e-23       2.972555e-23       6.539982e-23
    2451.260       1.946903e-23       1.568645e-23       2.944904e-23       6.460452e-23
    2462.586       2.359057e-23       1.548414e-23       2.918972e-23       6.826444e-23
    2473.964       2.323488e-23       1.528386e-23       2.893464e-23       6.745339e-23
    2485.395       2.287981e-23       1.508572e-23       2.867047e-23       6.663600e-23
    2496.878       2.252961e-23       1.488988e-23       2.843012e-23       6.584960e-23
    2508.415       2.218136e-23       1.469877e-23       2.817745e-23       6.505758e-23
    2520.005       2.183459e-23       1.451325e-23       2.793242e-23       6.428027e-23
    2531.648       2.148822e-23       1.433020e-23       2.770842e-23       6.352684e-23
    2543.346       2.114410e-23       1.414974e-23       2.747897e-23       6.277281e-23
    2555.097       2.080243e-23       1.397203e-23       2.723095e-23       6.200541e-23
    2566.903       2.046183e-23       1.379719e-23       2.699731e-23       6.125633e-23
    2578.763       2.012206e-23       1.362536e-23       2.676501e-23       6.051243e-23
    2590.678       1.978292e-23       1.345669e-23       2.655752e-23       5.979713e-23
